o_zone_id,d_zone_id,volume
129,252,1.508000
129,293,1.076000
129,298,1.197000
129,299,1.945000
129,301,1.947000
129,326,1.839000
130,115,1.128000
130,123,1.231000
130,126,3.338000
130,128,1.006000
130,129,1.180000
130,132,4.489000
130,133,3.291000
130,134,3.083000
130,135,1.374000
130,136,2.149000
130,137,1.940000
130,138,3.336000
130,139,4.673000
130,175,1.239000
131,94,1.224000
131,115,1.119000
131,123,2.725000
131,125,1.393000
131,126,1.647000
131,129,1.695000
131,132,2.192000
131,133,4.587000
131,134,1.916000
131,135,2.337000
131,136,1.285000
131,137,3.163000
131,138,1.726000
131,139,6.432000
132,2,2.577000
132,84,1.764000
132,93,2.445000
132,94,4.544000
132,95,1.377000
132,97,1.170000
132,100,1.246000
132,101,1.705000
132,102,2.788000
132,104,2.929000
132,106,1.128000
132,107,3.028000
132,110,3.047000
132,112,2.502000
132,114,2.109000
132,115,3.460000
132,116,2.715000
132,117,2.122000
132,118,2.425000
132,119,1.410000
132,120,2.648000
132,121,2.683000
132,122,1.057000
132,123,7.526000
132,124,1.938000
132,125,4.206000
132,126,12.129000
132,127,1.751000
132,128,4.762000
132,129,5.428000
132,130,3.886000
132,131,2.107000
132,133,14.582000
132,134,14.581000
132,135,6.743000
132,136,8.464000
132,137,11.342000
132,138,10.268000
132,139,29.578000
132,156,1.374000
132,157,1.138000
132,169,1.103000
132,170,1.194000
132,173,1.515000
132,175,3.423000
132,176,3.028000
132,177,1.660000
132,179,3.665000
132,180,4.077000
132,190,1.529000
132,191,2.488000
132,192,2.820000
132,193,1.708000
132,194,1.931000
132,195,1.228000
132,196,3.340000
132,198,1.398000
132,203,1.322000
132,217,1.252000
132,220,1.699000
132,226,3.420000
132,227,2.821000
132,228,1.624000
132,229,1.877000
132,247,3.232000
132,249,1.968000
132,471,1.389000
132,476,1.342000
132,508,1.168000
132,509,1.271000
132,510,1.228000
133,2,2.261000
133,27,1.076000
133,43,1.165000
133,44,1.401000
133,84,2.521000
133,93,2.006000
133,94,4.790000
133,95,1.471000
133,97,1.022000
133,101,1.993000
133,102,2.261000
133,103,1.147000
133,104,2.001000
133,105,1.214000
133,107,2.370000
133,110,1.797000
133,112,1.383000
133,114,1.464000
133,115,2.686000
133,116,2.335000
133,117,1.877000
133,118,2.229000
133,120,1.990000
133,121,2.079000
133,123,6.633000
133,125,7.490000
133,126,11.356000
133,127,3.014000
133,128,2.916000
133,129,5.396000
133,130,3.039000
133,131,4.201000
133,132,14.842000
133,134,7.589000
133,135,7.060000
133,136,5.925000
133,137,12.843000
133,138,10.786000
133,139,33.451000
133,149,5.052000
133,153,2.363000
133,155,1.847000
133,156,2.101000
133,157,1.592000
133,159,1.450000
133,161,1.196000
133,169,2.124000
133,170,2.889000
133,172,1.182000
133,173,2.810000
133,175,7.335000
133,176,4.790000
133,177,3.369000
133,179,4.201000
133,180,5.709000
133,185,1.137000
133,190,1.742000
133,191,1.690000
133,192,1.983000
133,193,1.040000
133,196,1.655000
133,226,2.152000
133,227,1.950000
133,229,1.290000
133,262,1.060000
133,470,3.319000
133,471,3.445000
133,476,1.717000
133,508,1.224000
133,509,1.491000
133,510,1.439000
134,2,1.134000
134,84,2.320000
134,93,1.366000
134,94,3.932000
134,95,1.129000
134,101,1.283000
134,102,2.055000
134,104,1.516000
134,107,1.389000
134,114,1.063000
134,115,2.071000
134,116,1.917000
134,117,1.592000
134,118,1.907000
134,120,1.381000
134,121,1.463000
134,123,3.040000
134,124,1.347000
134,125,3.436000
134,126,9.470000
134,127,1.485000
134,128,3.021000
134,129,2.997000
134,130,2.815000
134,131,1.961000
134,132,15.601000
134,133,7.937000
134,135,4.783000
134,136,6.959000
134,137,7.695000
134,138,10.343000
134,139,18.883000
134,149,6.482000
134,152,1.852000
134,153,3.944000
134,154,2.530000
134,155,2.149000
134,156,1.531000
134,157,1.270000
134,159,2.351000
134,161,1.768000
134,169,2.845000
134,170,4.247000
134,171,1.495000
134,172,1.688000
134,173,1.964000
134,175,8.047000
134,176,4.739000
134,177,3.496000
134,179,2.657000
134,180,3.825000
134,185,1.423000
134,190,1.889000
134,191,1.034000
134,192,1.338000
134,226,1.384000
134,227,1.378000
134,470,2.708000
134,471,4.015000
134,476,1.280000
134,481,1.480000
134,506,1.001000
134,508,1.178000
134,509,1.681000
134,510,1.666000
135,84,1.418000
135,93,1.310000
135,94,2.870000
135,101,1.236000
135,102,1.304000
135,104,1.129000
135,107,1.189000
135,114,1.084000
135,115,2.032000
135,116,1.612000
135,117,1.351000
135,118,1.513000
135,120,1.337000
135,121,1.366000
135,123,4.358000
135,125,4.062000
135,126,6.257000
135,127,1.693000
135,128,1.807000
135,129,3.571000
135,130,1.308000
135,131,2.273000
135,132,7.097000
135,133,7.486000
135,134,4.738000
135,136,3.235000
135,137,7.291000
135,138,5.084000
135,139,17.077000
135,149,1.854000
135,153,1.130000
135,159,1.055000
135,169,1.638000
135,170,2.002000
135,175,3.981000
135,176,2.566000
135,177,1.789000
135,179,1.700000
135,180,2.151000
135,190,1.248000
135,191,1.015000
135,192,1.316000
135,226,1.533000
135,227,1.329000
135,471,1.872000
135,476,1.113000
135,509,1.098000
135,510,1.211000
136,2,1.734000
136,44,1.313000
136,46,1.125000
136,84,1.382000
136,93,1.139000
136,94,2.882000
136,102,1.579000
136,104,1.656000
136,107,1.417000
136,110,1.518000
136,112,1.065000
136,114,1.034000
136,115,1.781000
136,116,1.324000
136,117,1.076000
136,118,1.249000
136,120,1.364000
136,121,1.382000
136,123,3.472000
136,125,1.762000
136,126,5.839000
136,128,2.012000
136,129,1.825000
136,130,1.916000
136,131,1.262000
136,132,8.871000
136,133,5.952000
136,134,6.782000
136,135,3.135000
136,137,3.274000
136,138,4.946000
136,139,11.045000
136,175,2.712000
136,176,2.116000
136,177,1.589000
136,179,1.901000
136,180,2.092000
136,192,1.149000
136,196,1.108000
136,226,1.288000
136,470,1.772000
136,471,1.869000
137,2,3.277000
137,5,1.136000
137,44,3.550000
137,46,4.677000
137,84,2.012000
137,93,1.641000
137,94,4.208000
137,95,1.467000
137,97,1.200000
137,101,1.041000
137,102,1.804000
137,104,2.341000
137,105,1.342000
137,107,2.357000
137,108,1.009000
137,110,2.859000
137,112,1.955000
137,114,2.017000
137,115,3.114000
137,116,2.429000
137,117,1.706000
137,118,2.218000
137,119,1.520000
137,120,2.634000
137,121,2.398000
137,122,1.195000
137,123,8.689000
137,125,3.796000
137,126,6.137000
137,127,1.539000
137,128,2.006000
137,129,3.742000
137,130,1.813000
137,131,2.975000
137,132,11.690000
137,133,13.195000
137,134,7.457000
137,135,7.056000
137,136,3.304000
137,138,6.357000
137,139,17.482000
137,175,3.272000
137,176,3.404000
137,177,2.101000
137,179,2.735000
137,180,2.775000
137,185,1.012000
137,190,1.415000
137,191,1.523000
137,192,2.040000
137,193,1.123000
137,194,1.219000
137,196,1.835000
137,198,1.049000
137,203,1.252000
137,226,1.989000
137,227,1.512000
137,229,1.064000
137,279,1.879000
137,470,2.693000
137,471,2.667000
137,476,1.319000
137,509,1.222000
137,510,1.262000
138,2,2.217000
138,84,1.802000
138,93,1.727000
138,94,4.218000
138,95,1.347000
138,101,1.384000
138,102,2.522000
138,104,2.653000
138,107,2.182000
138,110,2.380000
138,112,1.925000
138,114,2.233000
138,115,3.547000
138,116,2.813000
138,117,1.870000
138,118,2.576000
138,119,1.489000
138,120,2.748000
138,121,2.501000
138,122,1.212000
138,123,6.644000
138,125,3.121000
138,126,8.923000
138,127,1.246000
138,128,3.685000
138,129,3.870000
138,130,3.007000
138,131,1.743000
138,132,10.835000
138,133,11.142000
138,134,10.186000
138,135,5.068000
138,136,4.996000
138,137,6.478000
138,139,15.445000
138,169,1.190000
138,175,3.340000
138,176,3.282000
138,177,1.758000
138,179,2.426000
138,180,2.531000
138,185,1.264000
138,190,1.728000
138,191,1.728000
138,192,2.436000
138,193,1.204000
138,194,1.297000
138,196,2.046000
138,198,1.190000
138,203,1.281000
138,217,1.162000
138,220,1.125000
138,226,2.485000
138,227,2.091000
138,228,1.010000
138,229,1.420000
138,247,2.041000
138,249,1.100000
138,279,1.364000
138,471,2.068000
138,476,1.209000
138,508,1.103000
138,509,1.526000
138,510,1.499000
139,2,4.945000
139,5,3.917000
139,6,1.353000
139,7,2.673000
139,8,1.493000
139,11,2.245000
139,13,3.456000
139,14,1.493000
139,15,2.107000
139,23,1.755000
139,24,1.611000
139,27,2.797000
139,29,1.203000
139,30,2.116000
139,31,2.375000
139,32,1.419000
139,35,1.951000
139,37,1.753000
139,39,1.733000
139,40,1.045000
139,43,3.409000
139,44,1.755000
139,46,2.135000
139,48,1.129000
139,49,1.024000
139,65,1.304000
139,66,1.007000
139,68,1.412000
139,83,1.923000
139,84,5.216000
139,87,2.057000
139,88,1.077000
139,92,1.148000
139,93,4.053000
139,94,12.686000
139,95,4.619000
139,97,2.361000
139,99,1.683000
139,100,1.848000
139,101,4.088000
139,102,7.455000
139,103,2.582000
139,104,7.439000
139,105,3.950000
139,106,2.322000
139,107,5.242000
139,108,2.545000
139,109,1.959000
139,110,6.274000
139,111,2.384000
139,112,5.405000
139,113,2.047000
139,114,9.437000
139,115,13.548000
139,116,10.693000
139,117,5.040000
139,118,9.236000
139,119,5.641000
139,120,10.775000
139,121,8.389000
139,122,5.254000
139,123,25.734000
139,125,9.684000
139,126,18.995000
139,127,4.097000
139,128,7.716000
139,129,12.541000
139,130,4.780000
139,131,6.607000
139,132,32.930000
139,133,36.701000
139,134,20.099000
139,135,17.928000
139,136,12.132000
139,137,18.831000
139,138,16.617000
139,142,1.263000
139,143,2.480000
139,144,2.058000
139,145,2.030000
139,146,1.412000
139,147,3.583000
139,150,1.715000
139,156,1.111000
139,157,1.209000
139,169,3.190000
139,175,7.660000
139,176,10.637000
139,177,4.983000
139,179,4.057000
139,180,3.875000
139,182,1.371000
139,183,1.564000
139,184,2.403000
139,185,5.395000
139,187,1.335000
139,188,1.545000
139,189,1.150000
139,190,7.074000
139,191,4.242000
139,192,8.318000
139,193,3.013000
139,194,3.175000
139,195,2.544000
139,196,4.170000
139,197,1.443000
139,198,3.983000
139,199,1.189000
139,200,1.239000
139,201,1.311000
139,202,3.484000
139,203,4.556000
139,204,2.047000
139,205,2.154000
139,206,1.814000
139,207,1.729000
139,208,1.133000
139,209,1.443000
139,210,1.329000
139,211,1.923000
139,213,1.556000
139,214,1.358000
139,217,3.742000
139,220,3.652000
139,221,1.158000
139,223,1.077000
139,226,6.821000
139,227,6.469000
139,228,2.541000
139,229,4.309000
139,232,1.491000
139,233,1.209000
139,234,1.783000
139,236,1.752000
139,237,1.391000
139,247,5.450000
139,249,2.891000
139,259,1.540000
139,260,2.145000
139,262,2.566000
139,263,1.124000
139,268,1.402000
139,270,2.374000
139,271,4.217000
139,272,1.344000
139,273,4.410000
139,274,2.995000
139,275,3.317000
139,276,2.158000
139,277,2.273000
139,278,1.452000
139,279,4.388000
139,280,2.916000
139,293,6.251000
139,294,3.920000
139,296,2.411000
139,297,1.669000
139,298,3.289000
139,315,1.037000
139,317,1.086000
139,321,1.648000
139,326,1.153000
139,329,1.070000
139,330,1.033000
139,333,2.082000
139,334,1.411000
139,335,1.216000
139,340,1.351000
139,341,1.044000
139,343,1.288000
139,346,1.257000
139,349,1.081000
139,351,1.411000
139,353,1.125000
139,355,1.312000
139,356,2.144000
139,365,1.777000
139,368,1.030000
139,373,1.080000
139,379,1.086000
139,382,1.851000
139,383,1.391000
139,386,1.130000
139,391,1.073000
139,392,1.273000
139,393,1.298000
139,394,1.289000
139,398,1.723000
139,399,1.360000
139,400,1.784000
139,401,2.083000
139,413,1.181000
139,417,1.147000
139,418,1.283000
139,431,1.131000
139,436,1.226000
139,438,1.735000
139,439,1.513000
139,441,1.262000
139,442,1.129000
139,445,2.749000
139,448,2.166000
139,450,1.001000
139,453,1.024000
139,459,1.675000
139,460,2.090000
139,461,1.107000
139,462,2.309000
139,463,1.162000
139,464,1.815000
139,465,1.772000
139,466,1.911000
139,467,2.860000
139,468,1.551000
139,469,1.774000
139,470,1.094000
139,471,5.822000
139,476,4.549000
139,477,1.815000
139,478,2.677000
139,479,2.127000
139,480,2.693000
139,482,1.256000
139,483,1.913000
139,484,2.104000
139,485,1.201000
139,486,1.989000
139,487,1.802000
139,488,2.055000
139,490,1.163000
139,491,2.245000
139,492,3.272000
139,493,1.632000
139,494,2.535000
139,495,2.299000
139,496,1.135000
139,497,2.509000
139,500,3.366000
139,501,1.423000
139,503,1.969000
139,505,1.431000
139,506,3.304000
139,507,1.363000
139,508,3.561000
139,509,6.429000
139,510,5.638000
139,511,1.080000
139,512,2.556000
139,513,1.109000
139,514,2.668000
139,515,1.139000
139,516,2.443000
140,141,1.441000
140,142,1.147000
140,143,3.334000
140,144,1.181000
140,145,2.879000
140,146,1.005000
140,147,3.012000
140,150,1.519000
141,43,1.035000
141,140,1.721000
141,142,11.402000
141,143,20.280000
141,144,14.382000
141,145,13.775000
141,146,14.230000
141,147,23.942000
141,148,5.505000
141,149,5.780000
141,150,17.738000
141,151,1.143000
141,152,4.972000
141,153,6.479000
141,154,12.376000
141,155,1.773000
141,161,3.498000
141,162,1.551000
141,163,1.959000
141,170,3.262000
141,175,1.490000
141,181,1.700000
141,182,3.019000
141,183,1.273000
141,184,3.791000
141,185,1.190000
141,190,3.234000
141,482,2.573000
141,483,3.514000
141,509,1.796000
141,510,1.262000
142,2,1.646000
142,110,1.803000
142,112,1.073000
142,139,1.362000
142,140,1.146000
142,141,9.108000
142,143,24.507000
142,144,14.883000
142,145,17.797000
142,146,10.025000
142,147,33.990000
142,148,5.996000
142,149,11.006000
142,150,19.561000
142,151,2.792000
142,152,7.557000
142,153,9.901000
142,154,13.723000
142,155,5.732000
142,156,1.685000
142,159,1.912000
142,161,5.298000
142,162,5.253000
142,163,3.315000
142,164,1.374000
142,169,1.064000
142,170,4.386000
142,171,2.011000
142,172,1.031000
142,173,5.325000
142,174,2.167000
142,175,2.738000
142,178,1.364000
142,180,2.305000
142,181,1.452000
142,182,2.876000
142,183,1.123000
142,184,3.275000
142,185,2.550000
142,190,2.532000
142,194,1.137000
142,196,1.328000
142,481,1.076000
142,482,1.419000
142,483,2.300000
142,509,1.430000
142,517,1.265000
143,2,3.081000
143,7,1.159000
143,10,1.188000
143,11,1.812000
143,17,1.199000
143,26,1.689000
143,27,1.706000
143,30,1.644000
143,31,1.334000
143,35,1.720000
143,43,1.644000
143,44,1.389000
143,46,1.052000
143,55,1.344000
143,68,1.227000
143,97,1.359000
143,98,1.266000
143,102,1.398000
143,104,2.191000
143,106,1.234000
143,107,1.752000
143,108,1.051000
143,110,3.386000
143,111,1.342000
143,112,2.009000
143,114,1.080000
143,115,1.604000
143,116,1.048000
143,119,1.101000
143,120,1.524000
143,121,1.407000
143,139,2.438000
143,140,3.015000
143,141,16.019000
143,142,23.954000
143,144,18.821000
143,145,16.531000
143,146,23.518000
143,147,38.287000
143,148,9.431000
143,149,16.082000
143,150,35.522000
143,151,4.251000
143,152,10.635000
143,153,15.557000
143,154,23.532000
143,155,8.822000
143,156,3.171000
143,157,1.453000
143,159,2.679000
143,161,5.562000
143,162,5.494000
143,163,2.945000
143,169,1.176000
143,170,4.840000
143,171,1.356000
143,173,11.216000
143,174,4.948000
143,175,7.028000
143,176,1.119000
143,177,1.154000
143,178,4.536000
143,180,6.928000
143,181,1.266000
143,182,2.072000
143,184,2.023000
143,188,1.019000
143,190,4.413000
143,192,1.289000
143,194,2.121000
143,195,1.209000
143,196,2.486000
143,203,1.240000
143,210,1.091000
143,211,1.235000
143,220,1.422000
143,239,1.626000
143,251,1.375000
143,271,1.130000
143,278,1.091000
143,279,1.892000
143,282,1.062000
143,299,1.141000
143,301,1.774000
143,467,1.035000
143,470,3.369000
143,471,2.841000
143,472,2.339000
143,474,3.792000
143,476,1.406000
143,480,4.623000
143,481,1.401000
143,482,4.723000
143,483,5.009000
143,485,1.622000
143,488,1.535000
143,495,1.270000
143,508,1.627000
143,509,2.459000
143,510,1.078000
143,514,1.560000
143,516,1.050000
143,517,2.378000
144,2,2.684000
144,7,1.024000
144,10,1.049000
144,11,1.600000
144,17,1.040000
144,26,1.480000
144,27,1.400000
144,30,1.554000
144,31,1.123000
144,35,1.444000
144,43,1.386000
144,47,1.096000
144,55,1.173000
144,68,1.083000
144,97,1.268000
144,98,1.068000
144,104,1.528000
144,107,1.528000
144,110,2.941000
144,111,1.176000
144,112,1.750000
144,115,1.449000
144,120,1.356000
144,121,1.251000
144,139,2.212000
144,140,1.181000
144,141,11.457000
144,142,14.922000
144,143,19.147000
144,145,29.297000
144,146,18.934000
144,147,59.377000
144,148,12.760000
144,149,10.824000
144,150,11.051000
144,151,4.188000
144,152,13.157000
144,153,13.251000
144,154,16.869000
144,155,8.213000
144,156,1.647000
144,159,2.895000
144,161,10.667000
144,162,12.145000
144,163,9.722000
144,164,6.859000
144,165,1.674000
144,167,1.453000
144,169,1.825000
144,170,10.052000
144,171,6.182000
144,172,2.997000
144,173,4.081000
144,174,1.171000
144,175,1.172000
144,181,2.710000
144,182,6.382000
144,183,5.403000
144,184,10.479000
144,185,13.225000
144,186,3.055000
144,190,4.102000
144,192,1.167000
144,194,1.849000
144,195,1.059000
144,196,2.161000
144,203,1.103000
144,211,1.090000
144,220,1.348000
144,242,1.201000
144,244,1.175000
144,262,1.099000
144,278,1.053000
144,279,1.568000
144,282,1.019000
144,301,1.413000
144,476,1.129000
144,495,1.172000
144,508,1.463000
144,509,2.309000
144,510,1.032000
144,514,1.390000
144,517,2.058000
145,2,2.523000
145,11,1.474000
145,26,1.381000
145,27,1.423000
145,30,1.335000
145,31,1.116000
145,35,1.422000
145,43,1.382000
145,44,1.135000
145,55,1.098000
145,68,1.001000
145,97,1.108000
145,98,1.034000
145,102,1.156000
145,104,1.804000
145,106,1.013000
145,107,1.433000
145,110,2.761000
145,111,1.099000
145,112,1.638000
145,115,1.322000
145,120,1.238000
145,121,1.155000
145,139,1.988000
145,140,2.618000
145,141,10.869000
145,142,17.509000
145,143,16.486000
145,144,28.987000
145,146,21.106000
145,147,39.872000
145,148,13.134000
145,149,6.518000
145,150,13.510000
145,151,3.105000
145,152,9.506000
145,153,9.307000
145,154,13.557000
145,155,5.027000
145,159,1.535000
145,161,6.005000
145,162,8.751000
145,163,5.322000
145,164,3.021000
145,170,4.533000
145,171,2.650000
145,172,1.119000
145,173,2.403000
145,181,3.084000
145,182,6.211000
145,183,3.646000
145,184,7.254000
145,185,6.375000
145,186,1.692000
145,190,3.635000
145,192,1.065000
145,194,1.735000
145,196,2.032000
145,203,1.007000
145,211,1.005000
145,220,1.155000
145,239,1.337000
145,251,1.123000
145,279,1.546000
145,301,1.451000
145,476,1.153000
145,495,1.055000
145,508,1.319000
145,509,2.062000
145,514,1.267000
145,517,1.942000
146,2,1.852000
146,11,1.063000
146,26,1.011000
146,30,1.072000
146,104,1.004000
146,107,1.052000
146,110,2.016000
146,112,1.193000
146,126,1.085000
146,139,1.536000
146,141,11.330000
146,142,9.809000
146,143,23.873000
146,144,18.479000
146,145,21.288000
146,147,33.534000
146,148,7.690000
146,149,12.397000
146,150,17.341000
146,151,3.500000
146,152,9.552000
146,153,12.032000
146,154,14.977000
146,155,7.568000
146,156,2.367000
146,157,1.107000
146,159,2.714000
146,161,7.886000
146,162,7.769000
146,163,5.868000
146,164,2.700000
146,169,1.794000
146,170,6.881000
146,171,3.885000
146,172,1.883000
146,173,6.360000
146,174,2.194000
146,175,2.942000
146,178,1.177000
146,180,2.857000
146,181,1.827000
146,182,4.096000
146,183,1.865000
146,184,5.259000
146,185,4.599000
146,186,1.043000
146,190,2.655000
146,194,1.275000
146,196,1.492000
146,279,1.070000
146,483,1.390000
146,509,1.558000
146,517,1.425000
147,2,4.460000
147,3,1.080000
147,5,1.293000
147,7,1.669000
147,10,1.736000
147,11,2.610000
147,12,1.096000
147,13,1.078000
147,14,1.216000
147,17,1.729000
147,26,2.502000
147,27,2.495000
147,28,1.356000
147,29,1.135000
147,30,2.395000
147,31,1.953000
147,34,1.193000
147,35,2.499000
147,37,1.199000
147,39,1.434000
147,43,2.415000
147,44,2.005000
147,46,1.535000
147,47,1.445000
147,48,1.344000
147,52,1.171000
147,55,1.936000
147,68,1.784000
147,90,1.286000
147,93,1.428000
147,94,1.079000
147,97,1.967000
147,98,1.828000
147,102,2.039000
147,104,3.186000
147,106,1.790000
147,107,2.532000
147,108,1.520000
147,109,1.376000
147,110,4.893000
147,111,1.942000
147,112,2.907000
147,113,1.145000
147,114,1.580000
147,115,2.342000
147,116,1.536000
147,117,1.166000
147,118,1.362000
147,119,1.602000
147,120,2.224000
147,121,2.045000
147,124,8.584000
147,125,1.793000
147,126,9.424000
147,139,3.522000
147,140,2.732000
147,141,18.944000
147,142,33.347000
147,143,38.446000
147,144,58.588000
147,145,40.149000
147,146,33.158000
147,148,21.284000
147,149,22.642000
147,150,39.836000
147,151,8.637000
147,152,23.944000
147,153,29.978000
147,154,37.471000
147,155,20.248000
147,156,7.093000
147,157,3.499000
147,159,7.652000
147,160,1.667000
147,161,22.091000
147,162,22.900000
147,163,17.891000
147,164,12.643000
147,165,3.112000
147,166,2.269000
147,167,3.616000
147,169,6.256000
147,170,25.082000
147,171,13.584000
147,172,8.025000
147,173,16.177000
147,174,4.822000
147,175,7.367000
147,178,2.181000
147,180,7.498000
147,181,5.321000
147,182,10.435000
147,183,6.839000
147,184,14.056000
147,185,20.660000
147,186,3.979000
147,187,1.286000
147,188,1.502000
147,190,6.506000
147,191,1.120000
147,192,1.884000
147,194,3.067000
147,195,1.753000
147,196,3.591000
147,198,1.229000
147,201,1.042000
147,202,1.028000
147,203,1.809000
147,204,1.081000
147,205,1.081000
147,206,1.200000
147,207,1.041000
147,210,1.591000
147,211,1.797000
147,213,1.313000
147,215,1.062000
147,220,2.038000
147,226,1.205000
147,227,1.312000
147,233,1.237000
147,239,2.361000
147,243,1.449000
147,247,1.031000
147,251,1.985000
147,252,1.270000
147,262,1.400000
147,266,1.067000
147,268,1.242000
147,270,1.276000
147,271,1.648000
147,272,1.001000
147,278,1.590000
147,279,2.737000
147,282,1.563000
147,283,1.153000
147,293,1.104000
147,294,1.017000
147,297,1.062000
147,299,1.656000
147,301,2.569000
147,308,1.216000
147,313,1.170000
147,325,1.302000
147,333,1.171000
147,351,1.121000
147,353,1.128000
147,362,1.079000
147,363,1.291000
147,457,1.288000
147,462,1.127000
147,464,1.359000
147,465,1.061000
147,466,1.294000
147,467,1.529000
147,469,1.223000
147,473,1.407000
147,476,2.030000
147,482,1.971000
147,483,1.376000
147,492,1.272000
147,495,1.866000
147,497,1.196000
147,500,1.179000
147,506,1.223000
147,507,1.301000
147,508,2.383000
147,509,3.624000
147,510,1.620000
147,514,2.277000
147,516,1.540000
147,517,3.430000
148,2,1.145000
148,110,1.243000
148,125,1.384000
148,126,2.049000
148,141,4.448000
148,142,5.936000
148,143,9.869000
148,144,12.601000
148,145,13.658000
148,146,7.781000
148,147,22.191000
148,149,7.026000
148,150,5.242000
148,151,2.310000
148,152,5.980000
148,153,7.986000
148,154,8.298000
148,155,5.360000
148,156,1.746000
148,159,2.198000
148,161,7.247000
148,162,4.473000
148,163,6.142000
148,164,3.972000
148,165,1.496000
148,167,1.557000
148,169,2.276000
148,170,6.961000
148,171,5.148000
148,172,2.413000
148,173,3.578000
148,175,1.527000
148,180,1.441000
148,181,1.349000
148,182,3.832000
148,183,1.937000
148,184,5.811000
148,185,6.235000
148,186,1.674000
148,190,1.813000
148,509,1.103000
149,2,1.077000
149,83,2.435000
149,84,4.615000
149,85,1.643000
149,93,12.257000
149,110,1.184000
149,124,3.037000
149,125,2.101000
149,126,9.828000
149,133,3.848000
149,134,8.023000
149,135,1.438000
149,141,4.839000
149,142,12.150000
149,143,17.881000
149,144,12.011000
149,145,7.265000
149,146,13.778000
149,147,25.081000
149,148,7.592000
149,150,20.149000
149,151,2.600000
149,152,8.045000
149,153,9.096000
149,154,10.100000
149,155,6.153000
149,156,2.823000
149,157,1.604000
149,159,3.068000
149,161,8.470000
149,162,4.286000
149,163,5.126000
149,164,2.966000
149,167,1.021000
149,169,3.934000
149,170,10.599000
149,171,4.571000
149,172,3.172000
149,173,6.085000
149,174,2.429000
149,175,5.577000
149,176,1.703000
149,177,1.198000
149,178,2.172000
149,179,1.242000
149,180,6.100000
149,182,2.203000
149,183,1.014000
149,184,3.574000
149,185,4.452000
149,190,2.766000
149,470,2.774000
149,471,2.633000
149,480,1.503000
149,482,2.133000
149,483,1.798000
149,509,1.572000
150,2,2.230000
150,7,1.057000
150,10,1.043000
150,11,1.646000
150,12,1.002000
150,26,1.391000
150,27,1.711000
150,30,1.769000
150,31,1.414000
150,35,1.503000
150,39,1.001000
150,43,1.882000
150,47,1.254000
150,49,1.064000
150,55,1.028000
150,68,1.100000
150,83,2.636000
150,84,3.758000
150,97,1.115000
150,102,1.183000
150,104,1.692000
150,107,1.322000
150,110,2.466000
150,111,1.060000
150,112,1.534000
150,114,1.202000
150,115,1.759000
150,116,1.167000
150,118,1.045000
150,119,1.081000
150,120,1.530000
150,121,1.322000
150,126,1.947000
150,139,1.855000
150,140,1.706000
150,141,15.175000
150,142,21.999000
150,143,40.478000
150,144,12.402000
150,145,15.311000
150,146,19.860000
150,147,45.252000
150,148,5.945000
150,149,20.426000
150,151,3.363000
150,152,9.929000
150,153,16.269000
150,154,26.282000
150,155,6.830000
150,156,2.302000
150,157,1.131000
150,159,2.708000
150,161,6.628000
150,162,3.395000
150,163,2.452000
150,169,1.622000
150,170,6.391000
150,173,8.069000
150,174,4.481000
150,175,8.226000
150,176,2.096000
150,177,1.737000
150,178,4.032000
150,180,6.254000
150,181,1.111000
150,182,1.936000
150,184,1.762000
150,187,1.071000
150,188,1.426000
150,190,6.280000
150,192,1.426000
150,194,1.586000
150,196,1.794000
150,203,1.245000
150,210,1.109000
150,211,1.124000
150,220,1.413000
150,242,1.123000
150,244,1.169000
150,262,1.182000
150,271,1.090000
150,278,1.170000
150,279,1.366000
150,282,1.446000
150,301,1.306000
150,308,1.111000
150,356,1.033000
150,401,1.013000
150,462,1.141000
150,464,1.091000
150,465,1.033000
150,466,1.093000
150,467,1.591000
150,469,1.092000
150,470,9.065000
150,471,5.553000
150,472,8.923000
150,474,1.725000
150,475,3.250000
150,476,17.417000
150,479,4.856000
150,480,10.942000
150,481,4.417000
150,482,5.482000
150,483,10.262000
150,485,3.052000
150,488,2.632000
150,491,1.207000
150,492,1.360000
150,493,1.012000
150,494,1.121000
150,495,1.632000
150,497,1.446000
150,500,1.526000
150,503,1.142000
150,506,1.307000
150,508,1.836000
150,509,3.543000
150,510,2.043000
150,514,1.582000
150,516,1.227000
150,517,1.632000
151,142,3.358000
151,143,3.957000
151,144,5.038000
151,145,2.866000
151,146,4.260000
151,147,8.016000
151,148,2.772000
151,149,2.124000
151,150,3.552000
151,152,5.665000
151,153,7.632000
151,154,11.866000
151,155,4.095000
151,156,1.644000
151,157,1.070000
151,159,3.916000
151,161,3.956000
151,162,1.641000
151,163,2.761000
151,164,2.438000
151,169,1.885000
151,170,5.348000
151,171,2.677000
151,172,1.876000
151,173,1.437000
151,175,6.051000
151,177,1.112000
151,180,1.219000
151,181,1.428000
151,182,2.250000
151,183,2.361000
151,184,4.072000
151,185,10.130000
151,190,2.469000
151,482,1.466000
151,483,1.709000
151,509,1.214000
152,2,2.388000
152,7,1.085000
152,10,1.053000
152,11,1.690000
152,26,1.343000
152,27,1.739000
152,30,1.842000
152,31,1.432000
152,35,1.560000
152,39,1.012000
152,43,1.890000
152,44,1.016000
152,46,1.130000
152,47,1.052000
152,48,1.064000
152,55,1.157000
152,68,1.052000
152,93,3.025000
